"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SP0299974","SP","299974","Actinostemon concolor","Plantae","Euphorbiaceae","Actinostemon","1994","06","04","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do Morro do Diabo.","IBt","PreservedSpecimen","Cordeiro, I",,,,"0","0","1","concolor","Silva, JB","-52.16","-22.530001","2021-12-09T11:04:50","(Spreng.) Müll.Arg.","27",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Silva, J.B.","27","1994","Cordeiro, I.","n.d.",,"Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Actinostemon concolor","(Spreng.) Müll.Arg.","possibly_ok","Euphorbiaceae","Actinostemon concolor","(Spreng.) Müll.Arg.","species","name accepted","bfo-17448",,,"Actinostemon concolor (Spreng.) Müll.Arg.","Actinostemon","Euphorbiaceae","high","Actinostemon concolor"
"speciesLink","PEUFR051428","PEUFR","51428","Actinostemon klotzschii","Plantae","Euphorbiaceae","Actinostemon","1988","11","18","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo","UFRPE","PreservedSpecimen","P. P. Eymael","2012","01","09",,,"159","klotzschii","H. H. Faria","-52.16","-22.530001","2019-11-19T14:06:39","(Didr.) Pax","38",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","2012-01-09",,,,,,,,,,,,,,,,,,"PEUFR",,"Faria, H.H.","38","1988","Eymael, P.P.","2012",,"Faria",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Actinostemon klotzschii","(Didr.) Pax","possibly_ok","Euphorbiaceae","Actinostemon klotzschii","(Didr.) Pax","species","name accepted","bfo-25459",,,"Actinostemon klotzschii (Didr.) Pax","Actinostemon","Euphorbiaceae","low","Actinostemon klotzschii"
"speciesLink","SP058012","SP","277742","Adenocalymma bracteatum","Plantae","Bignoniaceae","Adenocalymma","1995","05","16","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo. Sapesal, proximidades do aeroporto.","IBt","PreservedSpecimen","Udulutsch, RG","2007","03","13","0","0","1","bracteatum","Kirizawa, M; Lopes, EA; Vilela, FESP; Luca, ALT","-52.16","-22.530001","2021-12-09T11:02:02","(Cham.) DC.","3078",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","2007-03-13",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3078","1995","Udulutsch, R.G.","2007","Lopes, E.A.; Vilela, F.E.S.P.; Luca, A.L.T.","Kirizawa",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Adenocalymma bracteatum","(Cham.) DC.","possibly_ok","Bignoniaceae","Adenocalymma bracteatum","(Cham.) DC.","species","name accepted","bfo-112322",,,"Adenocalymma bracteatum (Cham.) DC.","Adenocalymma","Bignoniaceae","high","Adenocalymma bracteatum"
"speciesLink","SJRP00018015","SJRP-PTERIDOPHYTA","11021","Adiantopsis chlorophylla","Plantae","Pteridaceae","Adiantopsis","1995","01","30","Brasil","São Paulo","Teodoro Sampaio","Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, trilha do Lago Verde, proximidade da Sede","UNESP-IBILCE","S","J. Prado","2021","03","11","-22.583333","-52.183333","92","chlorophylla","M.R. Pietrobom-Silva","-52.183333","-22.583333","2021-12-01T14:24:12","(Sw.) Fée","1660",,,,,"Tracheophyta","Polypodiopsida","Polypodiales",,"América do Sul",,,,,,,,,"SPLINK","Teodoro Sampaio","2021-03-11",,,,,,,,,,,,,,,,,,"SJRP",,"Pietrobom-Silva, M.R.","1660","1995","Prado, J.","2021",,"Pietrobom-Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Adiantopsis chlorophylla","(Sw.) Fée","possibly_ok","Pteridaceae","Adiantopsis chlorophylla","(Sw.) Fée","species","name accepted","bfo-91798",,,"Adiantopsis chlorophylla (Sw.) Fée","Adiantopsis","Pteridaceae","low","Adiantopsis chlorophylla"
"speciesLink","SJRP00018056","SJRP-PTERIDOPHYTA","17968","Adiantopsis radiata","Plantae","Pteridaceae","Adiantopsis","1996","09","26","Brasil","São Paulo","Teodoro Sampaio","Região do pontal do Parapanema, Parque Estadual Morro do Diabo, cerca 14 Km da cidade, rodovia SP 613, Teodoro Sampaio-Rosana, córrego Tuiuiu","UNESP-IBILCE","S","J. Prado","2021","03","15","-22.533333","-52.183333","92","radiata","F.R. Nonato & al.","-52.183333","-22.533333","2021-12-01T14:24:12","(L.) Fée","269a",,,,,"Tracheophyta","Polypodiopsida","Polypodiales",,"América do Sul",,,,,,,,,"SPLINK","Teodoro Sampaio","2021-03-15",,,,,,,,,,,,,,,,,,"SJRP",,"Nonato, F.R.","269-A","1996","Prado, J.","2021","Al.","Nonato",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, rodovia sp 613",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio","Brazil","São Paulo","Teodoro Sampaio",,"check_local.2municip.","Adiantopsis radiata","(L.) Fée","possibly_ok","Pteridaceae","Adiantopsis radiata","(L.) Fée","species","name accepted","bfo-91803",,,"Adiantopsis radiata (L.) Fée","Adiantopsis","Pteridaceae","low","Adiantopsis radiata"
"speciesLink","SJRP00018193","SJRP-PTERIDOPHYTA","11089","Adiantum latifolium","Plantae","Pteridaceae","Adiantum","1995","01","30","Brasil","São Paulo","Teodoro Sampaio","Região do pontal do Paranapanema, Parque Estadual Morro do Diabo, trilha do lago Verde, proximidade da sede","UNESP-IBILCE","S","M.R. Pietrobom-Silva",,,,"-22.533333","-52.183333","92","latifolium","M.R. Pietrobom-Silva","-52.183333","-22.533333","2021-12-01T14:24:12","Lam.","1686",,,,,"Tracheophyta","Polypodiopsida","Polypodiales",,"América do Sul",,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SJRP",,"Pietrobom-Silva, M.R.","1686","1995","Pietrobom-Silva, M.R.","n.d.",,"Pietrobom-Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Adiantum latifolium","Lam.","possibly_ok","Pteridaceae","Adiantum latifolium","Lam.","species","name accepted","bfo-91829",,,"Adiantum latifolium Lam.","Adiantum","Pteridaceae","low","Adiantum latifolium"
"gbif",,"Observations","233281018","Aechmea distichantha Lem.","Plantae","Bromeliaceae","Aechmea","2024","8","1","BR","São Paulo",,"Parque Estadual Morro do Diabo, Teodoro Sampaio, SP, BR","iNaturalist","HUMAN_OBSERVATION","fercravo",,,,,,,"distichantha","fercravo","-52.170948","-22.619255","2024-10-04 12:55:44",,,,,,,"Tracheophyta","Liliopsida","Poales",,,,,,,,,,,"GBIF",,"2024-08-02 13:53:58","Aechmea distichantha Lem.",,"BR",,"iNaturalist research-grade observations","2024-08-01T09:46:10",,,,,,"ACCEPTED","SPECIES",,,"2024-08-01 09:46:10-03:00","Parque Estadual Morro do Diabo, Teodoro Sampaio, SP, BR",,,,,,,,,,,"brazil","sao paulo","parque estadual morro do diabo","parque estadual morro do diabo",,"locality","brazil_sao paulo_parque estadual morro diabo","brazil_sao paulo",-22.2584562,-48.7420254,"state","4921488909",,,,"https://www.inaturalist.org/observations/233281018",,,,,"PRESENT",,,,,,,,,"115",,,,,,,"522483650",,,"410902",,,,,,,,,,,"Aechmea",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage;StillImage;StillImage",TRUE,FALSE,"Aechmea distichantha","Aechmea distichantha","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Aechmea distichantha","Lem.","name_w_authors","Bromeliaceae","Aechmea distichantha","Lem.","species","name accepted","bfo-5799",,,"Aechmea distichantha Lem.","Aechmea","Bromeliaceae","unknown","Aechmea distichantha"
"speciesLink",,"SP","293142","Aegiphila integrifolia","Plantae","Lamiaceae","Aegiphila","1994","12","07","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do 7000, na margem do caminho","IBt","PreservedSpecimen",,,,,"0","0","1","integrifolia","Aguiar, OT","-52.16","-22.530001","2021-12-09T11:08:19","(Jacq.) Moldenke","538",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Aguiar, O.T.","538","1994","s.n.","n.d.",,"Aguiar",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do 7000",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio","Brazil","São Paulo","Teodoro Sampaio",,"check_local.2municip.","Aegiphila integrifolia","(Jacq.) Moldenke","possibly_ok","Lamiaceae","Aegiphila integrifolia","(Jacq.) Moldenke","species","name accepted","bfo-23320",,,"Aegiphila integrifolia (Jacq.) Moldenke","Aegiphila","Lamiaceae","unknown","Aegiphila integrifolia"
"speciesLink","MBM228093","MBM","228093","Agonandra brasiliensis","Plantae","Olacaceae","Agonandra",,,"4","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo.","MBM","PreservedSpecimen","Baitello, JB",,,,,,"40","brasiliensis","Aguiar, OT","-52.16","-22.530001","2025-06-01T00:01:00","Benth. & Hook.f.","200",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"MBM",,"Aguiar, O.T.","200","n.d.","Baitello, J.B.","n.d.",,"Aguiar",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","possibly_ok","Opiliaceae","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","species","author misspelled","bfo-19966",,,"Agonandra brasiliensis Miers ex Benth. & Hook.f.","Agonandra","Opiliaceae","low","Agonandra brasiliensis"
"gbif",,"SPF","97144","Agonandra brasiliensis subsp. brasiliensis","Plantae","Opiliaceae","Agonandra","1994","12","7","Brasil","São Paulo",,"Parque Estadual Morro do Diabo","USP-IB","PRESERVED_SPECIMEN","Groppo, M",,,,,,"https://specieslink.net/col/7","brasiliensis","Pastore, JA",,,"2023-12-20 16:05:22","Miers ex Benth. & Hook.f.","573",,,"brasiliensis",,"Tracheophyta","Magnoliopsida","Santalales",,,,,,,,,,,"GBIF","Teodoro Sampaio","2002-06-01","Agonandra brasiliensis subsp. brasiliensis",,"BR",,,"1994-12-07",,,,,,"ACCEPTED","SUBSPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality","1234541133",,,,"https://specieslink.net/guid/7/97144",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agonandra",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Agonandra brasiliensis","Agonandra brasiliensis brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/SPF00097144","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Agonandra brasiliensis subsp. brasiliensis","Miers ex Benth. & Hook.f.","subspecies","Opiliaceae","Agonandra brasiliensis subsp. brasiliensis","Miers ex Benth. & Hook.f.","subspecies","name accepted","bfo-19967",,,"Agonandra brasiliensis subsp. brasiliensis Miers ex Benth. & Hook.f.","Agonandra","Opiliaceae","unknown","Agonandra brasiliensis"
"speciesLink","FUEL015376","FUEL","14303","Eupatorium","Plantae","Asteraceae","Eupatorium","1994","06",,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","UEL","PreservedSpecimen",,,,,"0","0","48",,"Foloni, JDS","-52.16","-22.530001","2024-12-05T15:04:00",,"s.n.","0","0",,"54606","Tracheophyta",,"Asterales",,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"FUEL",,"Foloni, J.D.S.","s.n.","1994","s.n.","n.d.",,"Foloni",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","unknown",
"speciesLink",,"UEC","142842","Albizia edwallii","Plantae","Fabaceae","Albizia","1994","06","04","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","UNICAMP","S",,,,,"0","0","2","edwallii","Silva; Chagas e Silva, F; Soares; Silva, LH","-52.16","-22.530001","2025-04-07T10:54:00","(Hoehne) Barneby & J.W.Grimes","01700",,,,"54606","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"UEC",,"Silva","01700","1994","s.n.","n.d.","Chagas; Silva, F.; Soares; Silva, L.H.","Silva",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","possibly_ok","Fabaceae","Albizia edwallii","(Hoehne) Barneby & J.W.Grimes","species","name accepted","bfo-100919",,,"Albizia edwallii (Hoehne) Barneby & J.W.Grimes","Albizia","Fabaceae","unknown","Albizia edwallii"
"speciesLink",,"UEC","85735","Albizia niopoides niopoides","Plantae","Fabaceae","Albizia","1994","06","23","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, Região de Porto Angelim.","UNICAMP","S","Fernandes, JM","2010","11","24","0","0","2","niopoides","Pastore, JFB","-52.16","-22.530001","2023-03-09T11:32:20","(Spruce ex Benth.) Burkart","518",,,"niopoides","54606","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","2010-11-24",,,,,,,,,,,,,,,,,,"UEC",,"Pastore, J.F.B.","518","1994","Fernandes, J.M.","2010",,"Pastore",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Albizia niopoides","(Spruce ex Benth.) Burkart","not_Genus_epithet_format","Fabaceae","Albizia niopoides","(Spruce ex Benth.) Burkart","species","name misspelled","bfo-82616",,,"Albizia niopoides (Spruce ex Benth.) Burkart","Albizia","Fabaceae","high","Albizia niopoides"
"gbif",,"UEC","85735","Albizia niopoides var. niopoides","Plantae","Fabaceae","Albizia","1994","6","23","Brazil","São Paulo",,"Parque Estadual do Morro do Diabo, Região de Porto Angelim.","UNICAMP","PRESERVED_SPECIMEN","Fernandes, JM",,,,,,"https://specieslink.net/col/2","niopoides","Pastore, JFB",,,"2023-03-09 11:32:20","(Spruce ex Benth.) Burkart","518",,,"niopoides",,"Tracheophyta","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Teodoro Sampaio","2010-11-24","Albizia niopoides var. niopoides",,"BR",,,"1994-06-23",,,,,,"ACCEPTED","VARIETY",,,,,,,,,,,,,,,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality","1089041894",,,,"https://specieslink.net/guid/2/85735",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albizia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Albizia niopoides","Albizia niopoides niopoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Albizia niopoides var. niopoides","(Spruce ex Benth.) Burkart","variety","Fabaceae","Albizia niopoides var. niopoides","(Spruce ex Benth.) Burkart","variety","name accepted","bfo-82617",,,"Albizia niopoides var. niopoides (Spruce ex Benth.) Burkart","Albizia","Fabaceae","unknown","Albizia niopoides"
"speciesLink","SP0279712","SP","279712","Alchornea","Plantae","Euphorbiaceae","Alchornea","1994","06","23","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do Angelim, solo vermelho-amarelo, fase arenosa, mata","IBt","PreservedSpecimen",,,,,"0","0","1",,"Esteves, R","-52.16","-22.530001","2021-12-09T11:04:52",,"100",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio",,,,,,,,,,,,,,,,,,,"SP",,"Esteves, R.","100","1994","s.n.","n.d.",,"Esteves",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo, estrada do angelim, mata",,"locality","brazil_sao paulo_teodoro sampaio","brazil_sao paulo_teodoro sampaio",-22.41654278,-52.37383424,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio","Brazil","São Paulo","Teodoro Sampaio",,"check_local.2municip.","Alchornea","Sw.","indet","Euphorbiaceae","Alchornea","Sw.","genus","name accepted","bfo-17454",,,"Alchornea Sw.","Alchornea","Euphorbiaceae","unknown",
"speciesLink","SPF00211778","SPF","211778","Alicia anisopetala","Plantae","Malpighiaceae","Alicia","2012","05","17","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","USP","PreservedSpecimen","Almeida, RF","2014","10","10","-22.570222","-52.292472","7","anisopetala","Ceccantini, GCT","-52.292472","-22.570222","2024-01-30T15:22:04","(A.Juss.) W.R.Anderson","3638","356","356",,,,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","2014-10-10",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","3638","2012","Almeida, R.F.","2014",,"Ceccantini",,"brazil","sao paulo","teodoro sampaio","parque estadual morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Alicia anisopetala","(A.Juss.) W.R.Anderson","possibly_ok","Malpighiaceae","Alicia anisopetala","(A.Juss.) W.R.Anderson","species","name accepted","bfo-8798",,,"Alicia anisopetala (A.Juss.) W.R.Anderson","Alicia","Malpighiaceae","high","Alicia anisopetala"
"speciesLink","RBR00015476","RBR","15476","Allophylus edulis","Plantae","Sapindaceae","Allophylus","1996","10","2","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo","UFRRJ","PreservedSpecimen","G.V. Somner","1997","10","8","0","0","510","edulis","F.E.S.P. Villela","-52.16","-22.530001","2025-06-01T12:01:56","(A.St.-Hil. et al.) Hieron. ex Niederl.","s.n.",,,,"54606",,,,,,,,,,,,,,"SPLINK","Teodoro Sampaio","1997-10-8",,,,,,,,,,,,,,,,,,"RBR",,"Villela, F.E.S.P.","s.n.","1996","Somner, G.V.","1997",,"Villela",,"brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_teodoro sampaio_pe morro diabo","Brazil","São Paulo","Teodoro Sampaio","PE do Morro do Diabo","ok_same_resolution","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","possibly_ok","Sapindaceae","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","species","name accepted","bfo-20873",,,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.","Allophylus","Sapindaceae","high","Allophylus edulis"
