"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,,"21446","Ageratum conyzoides L.","Plantae","Asteraceae","Ageratum","2014",,,"Brazil","Sp",,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP","UNESP / Jaboticabal","OCCURRENCE",,,,,,,,"conyzoides","Davi Rodrigo Rossatto","-50.3676427","-22.5951875","2015-06-19",,,,,,,"Tracheophyta","Magnoliopsida","Asterales",,,,,,,,,,,"GBIF","Assis",,"Ageratum conyzoides L.",,"BR",,"SinBIOTA","2014",,"Cerradão (Savana Arbórea Densa ou Florestada)|Cerrado ""stricto sensu"" (Savana Arbórea Aberta)",,,,"ACCEPTED","SPECIES","Dataset",,,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP",,,,,,,,,,,"brazil","sao paulo","assis","coleta de plantas herbaceas na estacao ecologica de assis - sp",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967831889","153",,,"214460030","1449",,,,"PRESENT",,,,,"Fitossociologia. Coleta de material vegetal utilizando 45 parcelas de 1 x 1 m ao longo de um gradiente cerrado-cerrado denso- cerrado florestado. O critério de inclusão levou em conta plantas com mais de 10 cm de altura e que possuissem folhas grandes o suficiente para permitir medidas de trocas gasosas com um IRGA (6 cm2)",,"21317",,,,,,,,,,,,"7968985",,,,,,,,,,,"Ageratum",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Ageratum conyzoides","Ageratum conyzoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Ageratum conyzoides","L.","name_w_authors","Asteraceae","Ageratum conyzoides","L.","species","name accepted","bfo-15934",,,"Ageratum conyzoides L.","Ageratum","Asteraceae","unknown","Ageratum conyzoides"
"speciesLink","UEC030576","UEC","071051","Agonandra brasiliensis","Plantae","Opiliaceae","Agonandra","1992","05","05","Brazil","São Paulo","Assis","Estação Ecológica de Assis.","UNICAMP","S",,,,,"0","0","2","brasiliensis","Durigan, G","-50.41","-22.66","2024-11-25T11:32:10","Miers ex Benth. & Hook.f.","30721",,,,"23972","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30721","1992","s.n.","n.d.",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","possibly_ok","Opiliaceae","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","species","name accepted","bfo-19966",,,"Agonandra brasiliensis Miers ex Benth. & Hook.f.","Agonandra","Opiliaceae","unknown","Agonandra brasiliensis"
"speciesLink","SPSF00057632","SPSF","57632","Alicia anisopetala","Plantae","Malpighiaceae","Alicia","2022","02","17","Brasil","SP","Assis","Estação Ecológica de Assis","IF","PreservedSpecimen","G.Durigan","2022","02","17",,,"13","anisopetala","G.Durigan & A.C.Dalbeto & A.M.D. Lopes","-50.381111","-22.562778","2024-08-06T09:15:11","(A.Juss.) W.R.Anderson","4263","578","578",,,"Magnoliophyta","Magnoliopsida","Malpighiales",,"América do Sul",,,,,,,,,"SPLINK","Assis","2022-02-17",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4263","2022","Durigan, G.","2022","Dalbeto, A.C.; Lopes, A.M.D.","Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Alicia anisopetala","(A.Juss.) W.R.Anderson","possibly_ok","Malpighiaceae","Alicia anisopetala","(A.Juss.) W.R.Anderson","species","name accepted","bfo-8798",,,"Alicia anisopetala (A.Juss.) W.R.Anderson","Alicia","Malpighiaceae","medium","Alicia anisopetala"
"speciesLink","UEC034071","UEC","100022","Allagoptera leucocalyx","Plantae","Arecaceae","Allagoptera","1997","10","30","Brazil","São Paulo","Assis","Estação Ecológica de Assis","UNICAMP","S","Almeida-Costa, DG","2018","05",,"0","0","2","leucocalyx","Singer, RB","-50.41","-22.66","2023-03-09T11:23:17","(Drude) Kuntze","s.n.",,,,"23972","Liliopsida",,,,,,,,,,,,,"SPLINK","Assis","2018-05-NA",,,,,,,,,,,,,,,,,,"UEC",,"Singer, R.B.","s.n.","1997","Almeida-Costa, D.G.","2018",,"Singer",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Allagoptera leucocalyx","(Drude) Kuntze","possibly_ok","Arecaceae","Allagoptera leucocalyx","(Drude) Kuntze","species","name accepted","bfo-26563",,,"Allagoptera leucocalyx (Drude) Kuntze","Allagoptera","Arecaceae","low","Allagoptera leucocalyx"
"user",,"RB","RB01311266","Amaioua intermedia Mart. ex Schult. & Schult.f.","Plantae","Rubiaceae","Amaioua","2004","2","12","Brasil","São Paulo",,"Estação Ecológica de Assis.","JBRJ","Preserved Specimen",,,,,"22º36´16´´","50º22´52´´W",,"intermedia","D.A. Medeiros","-50.3811111","-22.6044444",,"Mart. ex Schult. & Schult.f.","16114","570",,,,,,,,,,,,,,,,,,"Assis",,,,"BR",,,"2004-02-12",,,,,,,"sp.","Physical Object",,,,"RB",,"Medeiros, D.A.","16114","2004","s.n.","n.d.",,"Medeiros",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1311266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/31/12/66/01311266.jpg",,,,,,,,,,,,,,,,,"2017-10-15 12:38:32+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Amaioua intermedia","Mart. ex Schult. & Schult.f.","name_w_authors","Rubiaceae","Amaioua intermedia","Mart. ex Schult. & Schult.f.","species","name accepted","bfo-13830",,,"Amaioua intermedia Mart. ex Schult. & Schult.f.","Amaioua","Rubiaceae","unknown","Amaioua intermedia"
"user",,"RB","RB00610452","Amphilophium elongatum (Vahl) L.G.Lohmann","Plantae","Bignoniaceae","Amphilophium","2002","2","17","Brasil","São Paulo",,"Estação Ecológica de Assis.","JBRJ","Preserved Specimen","M. Kaehler",,,,,,,"elongatum","R.G.Udulutsch",,,,"(Vahl) L.G.Lohmann","483",,,,,,,,,,,,,,,,,,,"Assis",,,,"BR",,,"2002-02-17","Cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Udulutsch, R.G.","483","2002","Kaehler, M.","n.d.",,"Udulutsch",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:610452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/61/4/52/00610452.jpg",,,,,,,,,,,,,,,,,"2023-03-09 12:05:50+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Amphilophium elongatum","(Vahl) L.G.Lohmann","name_w_authors","Bignoniaceae","Amphilophium elongatum","(Vahl) L.G.Lohmann","species","name accepted","bfo-112465",,,"Amphilophium elongatum (Vahl) L.G.Lohmann","Amphilophium","Bignoniaceae","high","Amphilophium elongatum"
"speciesLink","ESA117516","ESA","117516","Anadenanthera peregrina","Plantae","Fabaceae","Anadenanthera","2010","01","21","Brasil","São Paulo","Assis","Estação Ecológica de Assis - Instituto Florestal - Projeto Parcelas Permanentes - Biota Fapesp - Estrada em direção a parcela","ESALQ","PreservedSpecimen","Souza, V.C.","2013",,,,,"8","peregrina","Flores, T.B.","-50.41","-22.66","2025-01-15T09:28:16","(L.) Speg.","324",,,,"23972",,,,,,,,,,,,,,"SPLINK","Assis","2013-NA-NA",,,,,,,,,,,,,,,,,,"ESA",,"Flores, T.B.","324","2010","Souza, V.C.","2013",,"Flores",,"brazil","sao paulo","assis","estacao ecologica de assis - instituto florestal - projeto parcelas permanentes - biota fapesp - estrada em direcao a parcela",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Anadenanthera peregrina","(L.) Speg.","possibly_ok","Fabaceae","Anadenanthera peregrina","(L.) Speg.","species","name accepted","bfo-22783",,,"Anadenanthera peregrina (L.) Speg.","Anadenanthera","Fabaceae","high","Anadenanthera peregrina"
"user",,"RB","RB01310436","Anadenanthera falcata (Benth.) Speg.","Plantae","Leguminosae","Anadenanthera","2003","1","9","Brasil","São Paulo",,"Estação Ecológica de Assis, estrada de acesso a trilha do Cerrado.","JBRJ","Preserved Specimen","A.P. Savassi-Coutinho & V.C. Souza",,,,"22º35´","50º22´W",,"falcata","A.P. Savassi-Coutinho; A.C.P. Oliveira; R. Tsuji; V.C. Souza","-50.3666667","-22.5833333",,"(Benth.) Speg.","717","520",,,,,,,,,,,,,,,,,,"Assis",,,,"BR",,,"2003-01-09","Borda de cerradão.",,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","717","2003","Savassi-Coutinho, A.P.","n.d.","Oliveira, A.C.P.; Tsuji, R.; Souza, V.C.","Savassi-Coutinho","Souza, V.C.","brazil","sao paulo","assis","estacao ecologica de assis, estrada de acesso a trilha do cerrado",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,"urn:catalog:JBRJ:RB:1310436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/31/4/36/01310436.jpg",,,,,,,,,,,,,,,,,"2017-10-15 12:38:13+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Anadenanthera peregrina var. falcata","(Benth.) Altschul","name_w_authors","Fabaceae","Anadenanthera peregrina var. falcata","(Benth.) Altschul","variety","replaced synonym","bfo-18075","Anadenanthera peregrina var. falcata","(Benth.) Altschul","Anadenanthera peregrina var. falcata (Benth.) Altschul","Anadenanthera","Fabaceae","high","Anadenanthera peregrina"
"speciesLink","UEC098610","UEC","138521","Ananas ananassoides","Plantae","Bromeliaceae","Ananas","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Trilha do Cerrado.","UNICAMP","S","Wanderley, MDGL","2003","04",,"0","0","2","ananassoides","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T10:42:56","(Baker) L.B.Sm.","835",,,,"23972","Liliopsida",,,,,,,,,,,,,"SPLINK","Assis","2003-04-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","835","2003","Wanderley, M.D.G.L.","2003","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Ananas ananassoides","(Baker) L.B.Sm.","possibly_ok","Bromeliaceae","Ananas ananassoides","(Baker) L.B.Sm.","species","name accepted","bfo-5911",,,"Ananas ananassoides (Baker) L.B.Sm.","Ananas","Bromeliaceae","high","Ananas ananassoides"
"gbif",,,"21446","Andira humilis Mart. ex Benth.","Plantae","Fabaceae","Andira","2014",,,"Brazil","Sp",,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP","UNESP / Jaboticabal","OCCURRENCE",,,,,,,,"humilis","Davi Rodrigo Rossatto","-50.3676427","-22.5951875","2015-06-19",,,,,,,"Tracheophyta","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Assis",,"Andira humilis Mart. ex Benth.",,"BR",,"SinBIOTA","2014",,"Cerradão (Savana Arbórea Densa ou Florestada)|Cerrado ""stricto sensu"" (Savana Arbórea Aberta)",,,,"ACCEPTED","SPECIES","Dataset",,,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP",,,,,,,,,,,"brazil","sao paulo","assis","coleta de plantas herbaceas na estacao ecologica de assis - sp",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967830991","153",,,"214460003","1449",,,,"PRESENT",,,,,"Fitossociologia. Coleta de material vegetal utilizando 45 parcelas de 1 x 1 m ao longo de um gradiente cerrado-cerrado denso- cerrado florestado. O critério de inclusão levou em conta plantas com mais de 10 cm de altura e que possuissem folhas grandes o suficiente para permitir medidas de trocas gasosas com um IRGA (6 cm2)",,"21317",,,,,,,,,,,,"9399374",,,,,,,,,,,"Andira",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Andira humilis","Andira humilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Andira humilis","Mart. ex Benth.","name_w_authors","Fabaceae","Andira humilis","Mart. ex Benth.","species","name accepted","bfo-29443",,,"Andira humilis Mart. ex Benth.","Andira","Fabaceae","unknown","Andira humilis"
"speciesLink","ESA139061","ESA","139061","Andropogon","Plantae","Poaceae","Andropogon","2016",,,"Brasil","São Paulo","Assis","Estação Ecológica de Assis. Cerrado.","ESALQ","PreservedSpecimen",,,,,,,"8",,"Colletta, G.D","-50.41","-22.66","2025-01-15T09:30:21",,"2573",,,,"23972",,,,,,,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"ESA",,"Colletta, G.D.","2573","2016","s.n.","n.d.",,"Colletta",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Andropogon","L.","indet","Poaceae","Andropogon","L.","genus","name accepted","bfo-12955",,,"Andropogon L.","Andropogon","Poaceae","unknown",
"user",,"RB","RB01370216","Anemia phyllitidis (L.) Sw.","Plantae","Anemiaceae","Anemia","2017","1","13","Brasil","São Paulo",,"Estação Ecológica de Assis","JBRJ","Preserved Specimen","J. PRado",,,,"22º34´57´´","50º21´40´´W",,"phyllitidis","M.R. Pace; C.L. Bastos; I.L. Cunha Neto","-50.3611111","-22.5825",,"(L.) Sw.","630","508",,,,,,,,,,,,,,,,,,"Assis","2017-1-15",,,"BR",,,"2017-01-13","Cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Pace, M.R.","630","2017","Prado, J.","2017","Bastos, C.L.; Cunha Neto, I.L.","Pace",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1370216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/2/16/01370216.jpg",,,,,,,,,,,,,,,,,"2017-10-15 14:48:46+00","Samambaias e Licófitas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Anemia phyllitidis","(L.) Sw.","name_w_authors","Anemiaceae","Anemia phyllitidis","(L.) Sw.","species","name accepted","bfo-90641",,,"Anemia phyllitidis (L.) Sw.","Anemia","Anemiaceae","low","Anemia phyllitidis"
"speciesLink","UEC109777","UEC","71028","Anemopaegma chamberlaynii","Plantae","Bignoniaceae","Anemopaegma","1993","01","13","Brazil","São Paulo","Assis","Estação Ecológica de Assis, Cerradão.","UNICAMP","S","Silva-Castro, MM","2007","03",,"0","0","2","chamberlaynii","Durigan, G","-50.41","-22.66","2023-03-09T11:29:32","(Sims) Bureau & K.Schum.","30739",,,,"23972","Magnoliopsida",,,,,,,,,,,,,"SPLINK","Assis","2007-03-NA",,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30739","1993","Silva-Castro, M.M.","2007",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Anemopaegma chamberlaynii","(Sims) Bureau & K.Schum.","possibly_ok","Bignoniaceae","Anemopaegma chamberlaynii","(Sims) Bureau & K.Schum.","species","name accepted","bfo-112506",,,"Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.","Anemopaegma","Bignoniaceae","high","Anemopaegma chamberlaynii"
"gbif",,,"21446","Annona coriacea Mart.","Plantae","Annonaceae","Annona","2014",,,"Brazil","Sp",,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP","UNESP / Jaboticabal","OCCURRENCE",,,,,,,,"coriacea","Davi Rodrigo Rossatto","-50.3676427","-22.5951875","2015-06-19",,,,,,,"Tracheophyta","Magnoliopsida","Magnoliales",,,,,,,,,,,"GBIF","Assis",,"Annona coriacea Mart.",,"BR",,"SinBIOTA","2014",,"Cerradão (Savana Arbórea Densa ou Florestada)|Cerrado ""stricto sensu"" (Savana Arbórea Aberta)",,,,"ACCEPTED","SPECIES","Dataset",,,"Coleta de plantas herbáceas na Estação Ecológica de Assis - SP",,,,,,,,,,,"brazil","sao paulo","assis","coleta de plantas herbaceas na estacao ecologica de assis - sp",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967833837","153",,,"214460021","1449",,,,"PRESENT",,,,,"Fitossociologia. Coleta de material vegetal utilizando 45 parcelas de 1 x 1 m ao longo de um gradiente cerrado-cerrado denso- cerrado florestado. O critério de inclusão levou em conta plantas com mais de 10 cm de altura e que possuissem folhas grandes o suficiente para permitir medidas de trocas gasosas com um IRGA (6 cm2)",,"21317",,,,,,,,,,,,"3236719",,,,,,,,,,,"Annona",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Annona coriacea","Annona coriacea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Annona coriacea","Mart.","name_w_authors","Annonaceae","Annona coriacea","Mart.","species","name accepted","bfo-117066",,,"Annona coriacea Mart.","Annona","Annonaceae","unknown","Annona coriacea"
"user",,"RB","RB01054430","Annona crassiflora Mart.","Plantae","Annonaceae","Annona","2003","11","15","Brasil","São Paulo",,"Estação Ecológica de Assis; Trilha de acesso a Parcela Permanente do Biota.","JBRJ","Preserved Specimen","R. Mello-Silva",,,,"22º35´","50º22´W",,"crassiflora","A.P. Savassi-Coutinho; V.R. Scalon","-50.3666667","-22.5833333",,"Mart.","656","520",,,,,,,,,,,,,,,,,,"Assis",,,,"BR",,,"2003-11-15","Cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","656","2003","Mello-Silva, R.","n.d.","Scalon, V.R.","Savassi-Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1054430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/5/44/30/01054430.jpg",,,,,,,,,,,,,,,,,"2017-10-14 11:42:43+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Annona crassiflora","Mart.","name_w_authors","Annonaceae","Annona crassiflora","Mart.","species","name accepted","bfo-117092",,,"Annona crassiflora Mart.","Annona","Annonaceae","high","Annona crassiflora"
"gbif",,,"22036","Aspidosperma tomentosum Mart.","Plantae","Apocynaceae","Aspidosperma",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.","Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,,,,,,,"tomentosum","Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,,,,"Tracheophyta","Magnoliopsida","Gentianales",,,,,,,,,,,"GBIF","Assis",,"Aspidosperma tomentosum Mart.",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967833220","443",,,"220360005","663",,,,"PRESENT",,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"9399478",,,,,,,,,,,"Aspidosperma",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Aspidosperma tomentosum","Aspidosperma tomentosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Aspidosperma tomentosum","Mart. & Zucc.","name_w_authors","Apocynaceae","Aspidosperma tomentosum","Mart. & Zucc.","species","author misspelled","bfo-15554",,,"Aspidosperma tomentosum Mart. & Zucc.","Aspidosperma","Apocynaceae","unknown","Aspidosperma tomentosum"
"user",,"RB","RB01345592","Aspilia","Plantae","Asteraceae","Aspilia","2017","1","14","Brasil","São Paulo",,"Around the 'Estação Ecológica de Assis'","JBRJ","Preserved Specimen",,,,,"22º36´35´´","50º23´57´´W",,"Aspilia","M.R. Pace; C.L. Bastos","-50.3991666","-22.6097222",,,"649","532",,,,,,,,,,,,,,,,,,"Assis","2017-8",,,"BR",,,"2017-01-14","Cerradão",,,,,,"gen.","Physical Object",,,,"RB",,"Pace, M.R.","649","2017","s.n.","2017","Bastos, C.L.","Pace",,"brazil","sao paulo","assis","around the 'estacao ecologica de assis'",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,"urn:catalog:JBRJ:RB:1345592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/34/55/92/01345592.jpg",,,,,,,,,,,,,,,,,"2017-10-15 13:52:54+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Aspilia","Thouars","indet","Asteraceae","Aspilia","Thouars","genus","name accepted","bfo-15962",,,"Aspilia Thouars","Aspilia","Asteraceae","unknown",
